old file name,new file name,organism,phenotype,SCS,LH or M,plant or animal,within or between species,SE provided?,notes,"data type: standard, PSU, cmat",cmat (if assigned),reference,,,,,,,,,,,,
,earlen.hi30w.csv,"Zea mays, Zea diploperennis Iltis",ear length (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,earlen.hi31w.csv,"Zea mays, Zea diploperennis Iltis",ear length (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,earlen.hi32w.csv,"Zea mays, Zea diploperennis Iltis",ear length (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,earlen.hi33sp.csv,"Zea mays, Zea diploperennis Iltis",ear length (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,earlen.hi33w.csv,"Zea mays, Zea diploperennis Iltis",ear length (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,earlen.hi34w.csv,"Zea mays, Zea diploperennis Iltis",ear length (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,earlen.hi35sp.csv,"Zea mays, Zea diploperennis Iltis",ear length (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,earlen.hi35w.csv,"Zea mays, Zea diploperennis Iltis",ear length (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,early.fecund.csv,Drosophila,early fecundity,XY,LH,animal,between,Y,,standard,,"Rego, C., Santos, M., & Matos, M. 2007. Quantitative genetics of speciation: additive and non-additive genetic differentiation between Drosophila madeirensis and Drosophila suboscura. Genetica. 131, 167-174",,,,,,,,,,,,
,ears.hi25sp.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi25w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi26sp.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi26w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi27sp.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi27w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi28sp.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi28w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi29w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi30w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi31w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi32w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi33sp.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi33w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi34w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi35sp.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,ears.hi35w.csv,"Zea mays, Zea diploperennis Iltis",number of ears per plant,NSC,LH,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine II ear traits. Maydica. 44, 371-384. ",,,,,,,,,,,,
,eFL.ME.high.csv,mosquito Wyeomyia smithii,fitness at high density of food,XY,LH,animal,within,Y,high density,PSU,,"Armbruster, P., Bradshaw, W.E., & Holzapfel, C.M. (1997). Evolution of the genetic architecture underlying fitness in the pitcher-plant mosquito, Wyeomyia smithii. Evolution. 51(2), 451-458.",,,,,,,,,,,,
,eFL.ME.low.csv,mosquito Wyeomyia smithii,fitness at low density of food,XY,LH,animal,within,Y,low density,PSU,,"Armbruster, P., Bradshaw, W.E., & Holzapfel, C.M. (1997). Evolution of the genetic architecture underlying fitness in the pitcher-plant mosquito, Wyeomyia smithii. Evolution. 51(2), 451-458.",,,,,,,,,,,,
,eFL.wFL.high.csv,mosquito Wyeomyia smithii,fitness at high density of food,XY,LH,animal,within,Y,high density,PSU,,"Armbruster, P., Bradshaw, W.E., & Holzapfel, C.M. (1997). Evolution of the genetic architecture underlying fitness in the pitcher-plant mosquito, Wyeomyia smithii. Evolution. 51(2), 451-458.",,,,,,,,,,,,
,eFL.wFL.low.csv,mosquito Wyeomyia smithii,fitness at low density of food,XY,LH,animal,within,Y,low density,PSU,,"Armbruster, P., Bradshaw, W.E., & Holzapfel, C.M. (1997). Evolution of the genetic architecture underlying fitness in the pitcher-plant mosquito, Wyeomyia smithii. Evolution. 51(2), 451-458.",,,,,,,,,,,,
,eggbody69.csv,rainbow trout,number of eggs per unit body weight,XY,LH,animal,within,Y,,PSU,,"Gall, G.A.E. (1975) Genetics of reproduction in domesticated rainbow trout. Journal of Animal Science. 40(1), 19-28.",,,,,,,,,,,,
,eggbody71.csv,rainbow trout,number of eggs per unit body weight,XY,LH,animal,within,Y,,PSU,,"Gall, G.A.E. (1975) Genetics of reproduction in domesticated rainbow trout. Journal of Animal Science. 40(1), 19-28.",,,,,,,,,,,,
,eggdisp.BF.csv,beetle Callosobruchus maculatus,egg dispersal,XY,LH,animal,within,Y,egg disp SI-mung x BF,cmat,cmat.fox.csv,"Fox, C.W., et al. 2009. Genetic architecture underlying convergent evolution of egg-laying behavior in a seed-feeding beetle. Genetica. 136, 179-187",,,,,,,,,,,,
,eggdisp.cowpeaA.csv,beetle Callosobruchus maculatus,egg dispersal,XY,LH,animal,within,Y,egg disp SI-mung x SI-cowpea A,cmat,cmat.fox.csv,"Fox, C.W., et al. 2009. Genetic architecture underlying convergent evolution of egg-laying behavior in a seed-feeding beetle. Genetica. 136, 179-187",,,,,,,,,,,,
,eggdisp.cowpeaB.csv,beetle Callosobruchus maculatus,egg dispersal,XY,LH,animal,within,Y,egg disp SI-mung x SI-cowpea B,cmat,cmat.fox.csv,"Fox, C.W., et al. 2009. Genetic architecture underlying convergent evolution of egg-laying behavior in a seed-feeding beetle. Genetica. 136, 179-187",,,,,,,,,,,,
,eggdisp.cowpeaC.csv,beetle Callosobruchus maculatus,egg dispersal,XY,LH,animal,within,Y,egg disp SI-mung x SI-cowpea C,cmat,cmat.fox.csv,"Fox, C.W., et al. 2009. Genetic architecture underlying convergent evolution of egg-laying behavior in a seed-feeding beetle. Genetica. 136, 179-187",,,,,,,,,,,,
,eggnum69.csv,rainbow trout,egg number,XY,LH,animal,within,Y,,PSU,,"Gall, G.A.E. (1975) Genetics of reproduction in domesticated rainbow trout. Journal of Animal Science. 40(1), 19-28.",,,,,,,,,,,,
,eggnum71.csv,rainbow trout,egg number,XY,LH,animal,within,Y,,PSU,,"Gall, G.A.E. (1975) Genetics of reproduction in domesticated rainbow trout. Journal of Animal Science. 40(1), 19-28.",,,,,,,,,,,,
,eggs.hatched1.csv,darter fishes,number of eggs hatched,NSC,LH,animal,between,Y,table 1,standard,,"Moran, R.L., et al. (2018). Hybridization and postzygotic isolation promote reinforcement of male mating preferences in a diverse group of fishes with traditional sex roles. Ecology and Evolution. 8, 9282-9294. ",,,,,,,,,,,,
,eggs.laid.csv,D. tripunctata,% of eggs laid on mushrooms relative to tomatoes,XY,LH,animal,within,Y,,standard,,"Jaenike, J. Genetics of oviposition-site preference in Drosophila tripunctata. Heredity, 59, 363-369. ",,,,,,,,,,,,
,eggsize69.csv,rainbow trout,egg size,XY,LH,animal,within,Y,,PSU,,"Gall, G.A.E. (1975) Genetics of reproduction in domesticated rainbow trout. Journal of Animal Science. 40(1), 19-28.",,,,,,,,,,,,
,eggsize71.csv,rainbow trout,egg size,XY,LH,animal,within,Y,,PSU,,"Gall, G.A.E. (1975) Genetics of reproduction in domesticated rainbow trout. Journal of Animal Science. 40(1), 19-28.",,,,,,,,,,,,
,eggvol69.csv,rainbow trout,egg volume ,XY,LH,animal,within,Y,,PSU,,"Gall, G.A.E. (1975) Genetics of reproduction in domesticated rainbow trout. Journal of Animal Science. 40(1), 19-28.",,,,,,,,,,,,
,eggvol71.csv,rainbow trout,egg volume ,XY,LH,animal,within,Y,,PSU,,"Gall, G.A.E. (1975) Genetics of reproduction in domesticated rainbow trout. Journal of Animal Science. 40(1), 19-28.",,,,,,,,,,,,
,eyesize.csv,cavefish (Astyanax),eye-ball size,NSC,M,animal,within,Y,,PSU,,"Wilkins, H. (1971). Genetic interpretation of repressive evolutionary processes: studies of hybrid eyes of two astynax cave populations (characindae, pisces). Evolution. 25(3), 530-544. ",,,,,,,,,,,,
,FA.dros.csv,Drosophila,fluctuating asymmetry,XY,M,animal,within,Y,,standard,,"Polak, M. & Starmer, M.T. (2001). The quantitative genetics of fluctuating asymmetry. Evolution. 55(3), 498-511.",,,,,,,,,,,,
file 55 .csv,fem.num.csv,Silene,number of females,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery P., Rebecca J. Flanagan, and Lynda F. Delph. Genetic architecture of isolation between two species of Silene with sex chromosomes and Haldane's rule. Evolution 68, no. 2 (2014): 332-342.",,,,,,,,,,,,
,flight.time.csv,D. melanogaster,flight time,XY,M,animal,within,Y,,standard,,"Luckinbill, L. S., et. Al. A qualitative analysis of some life-history correlates of longevity in Drosophila melanogaster. Evolutionary Ecology, 2(1), 85-94. ",,,,,,,,,,,,
,flower.30x19.csv,Vigna sesquipedalis,days to flower,NSC,LH,plant,within,N,,PSU,,"Rahman, M. A., Saad, M. S. (2000) Estimation of additive, dominance and digenic epistatic interaction effects for certain yield characters in Vigna sesquipedalis Fruw. Euphytica. 114, 61-66.",,,,,,,,,,,,
,flower.30x7.csv,Vigna sesquipedalis,days to flower,NSC,LH,plant,within,N,,PSU,,"Rahman, M. A., Saad, M. S. (2000) Estimation of additive, dominance and digenic epistatic interaction effects for certain yield characters in Vigna sesquipedalis Fruw. Euphytica. 114, 61-66.",,,,,,,,,,,,
,flower.30x8.csv,Vigna sesquipedalis,days to flower,NSC,LH,plant,within,N,,PSU,,"Rahman, M. A., Saad, M. S. (2000) Estimation of additive, dominance and digenic epistatic interaction effects for certain yield characters in Vigna sesquipedalis Fruw. Euphytica. 114, 61-66.",,,,,,,,,,,,
,flower.7x8.csv,Vigna sesquipedalis,days to flower,NSC,LH,plant,within,N,,PSU,,"Rahman, M. A., Saad, M. S. (2000) Estimation of additive, dominance and digenic epistatic interaction effects for certain yield characters in Vigna sesquipedalis Fruw. Euphytica. 114, 61-66.",,,,,,,,,,,,
,flower.day1.csv,eggplant (Solanum melongena),number of days taken to flower,NSC,LH,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,flower.day2.csv,eggplant (Solanum melongena),number of days taken to flower,NSC,LH,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,flower.day3.csv,eggplant (Solanum melongena),number of days taken to flower,NSC,LH,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,flower.day4.csv,eggplant (Solanum melongena),number of days taken to flower,NSC,LH,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,flower.day5.csv,eggplant (Solanum melongena),number of days taken to flower,NSC,LH,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,flower.day6.csv,eggplant (Solanum melongena),number of days taken to flower,NSC,LH,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,flower.init.csv,Brassica juncea,days to flower initiation,NSC,LH,plant,within,N,,standard,,"Sachan, J. N., Singh, B. (1986) Linked epistasis for six quantitative traits in Indian mustard (Brassica juncea) (L.) Czern & Coss). Theor Appl Genet. 71, 644-647.",,,,,,,,,,,,
,flower.init1.csv,Brassica junces,days to flower initiation,NSC,LH,plant,within,N,,standard,,"Sachan, J. N., Singh B. (1987) Generation mean analyses for flowering and maturity in Indian mustard (Brassica junces (L.) Czern & Coss). Theor Appl Genet. 73, 571-574.",,,,,,,,,,,,
,flower.init2.csv,Brassica junces,days to flower initiation,NSC,LH,plant,within,N,,standard,,"Sachan, J. N., Singh B. (1987) Generation mean analyses for flowering and maturity in Indian mustard (Brassica junces (L.) Czern & Coss). Theor Appl Genet. 73, 571-574.",,,,,,,,,,,,
,flower.init3.csv,Brassica junces,days to flower initiation,NSC,LH,plant,within,N,,standard,,"Sachan, J. N., Singh B. (1987) Generation mean analyses for flowering and maturity in Indian mustard (Brassica junces (L.) Czern & Coss). Theor Appl Genet. 73, 571-574.",,,,,,,,,,,,
,flower.num.csv,"Mimulus cuprilphilus, Mimulus guttatus",number of flowers,NSC,LH,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
,flower.years.csv,Iris,number of flowers,NSC,LH,plant,between,Y,flower/node,standard,,"Taylor, S.J., Arnold, M., & Martin, N.H. The genetic architecture of reproductive isolation in lousiana irises: hybrid fitness in nature. Evolution. 63(10), 2581-2594.",,,,,,,,,,,,
,flowerD.csv,"Mimulus cuprilphilus, Mimulus guttatus",flower length,NSC,M,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
,flowerH.csv,"Mimulus cuprilphilus, Mimulus guttatus",flower height,NSC,M,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
,flowerprop.years.csv,Iris,proportion that flowered,NSC,LH,plant,between,Y,,standard,,"Taylor, S.J., Arnold, M., & Martin, N.H. The genetic architecture of reproductive isolation in lousiana irises: hybrid fitness in nature. Evolution. 63(10), 2581-2594.",,,,,,,,,,,,
,flowerstem.num.csv,"Mimulus cuprilphilus, Mimulus guttatus",number of flowering stems,NSC,LH,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
,flowertimeLCA.csv,Lycopersicon,time to flowering (anthesis),NSC,LH,plant,between,Y,,standard,,"Elliott, Jorja",,,,,,,,,,,,
,flowerW.csv,"Mimulus cuprilphilus, Mimulus guttatus",flower width,NSC,M,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
,fruit.in1.csv,eggplant (Solanum melongena),fruit-size index (cm),NSC,LH,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
