add,dom,epi,file,refile,class,kingdom,domestication,trait,species,SCS,divergence,weighted,method
0,0,1,corn-row.num.csv,corn-row.num.csv,LH,plant,domestic,number of rows per ear,Zea mays,NSC,within,Y,PSU
0.095546258,0.904453742,0,corn-silking.csv,corn-silking.csv,LH,plant,domestic,days to silking,Zea mays,NSC,within,Y,PSU
0.432929404,0.567070596,0,corn-up.ear.csv,corn-up.ear.csv,M,plant,domestic,up ear leaves number,Zea mays,NSC,within,Y,PSU
1,0,0,corolla.csv,corolla.csv,M,plant,wild,corolla length,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
0.594066174,0.405933826,0,cot.area.csv,cot.area.csv,M,plant,wild,cotyledon area (mm2),Desmodium sandwicense,NSC,within,Y,PSU
0,0,1,cotton-bundle1.csv,cotton-bundle1.csv,M,plant,domestic,bundle strength (g/tex),cotton,NSC,within,Y,PSU
NA,NA,NA,cotton-bundle2.csv,cotton-bundle2.csv,M,plant,domestic,bundle strength (g/tex),cotton,NSC,within,Y,PSU
NA,NA,NA,cotton-bundle3.csv,cotton-bundle3.csv,M,plant,domestic,bundle strength (g/tex),cotton,NSC,within,Y,PSU
1,0,0,cotton-bundle4.csv,cotton-bundle4.csv,M,plant,domestic,bundle strength (g/tex),cotton,NSC,within,Y,PSU
0,0,1,cotton-bundle5.csv,cotton-bundle5.csv,M,plant,domestic,bundle strength (g/tex),cotton,NSC,within,Y,PSU
0,0,1,cotton-bundle6.csv,cotton-bundle6.csv,M,plant,domestic,bundle strength (g/tex),cotton,NSC,within,Y,PSU
0.276583225,0,0.723416775,cotton-ginning1.csv,cotton-ginning1.csv,M,plant,domestic,ginning percentage,cotton,NSC,within,Y,PSU
1,0,0,cotton-ginning2.csv,cotton-ginning2.csv,M,plant,domestic,ginning percentage,cotton,NSC,within,Y,PSU
NA,NA,NA,cotton-ginning3.csv,cotton-ginning3.csv,M,plant,domestic,ginning percentage,cotton,NSC,within,Y,PSU
0,0,1,cotton-ginning4.csv,cotton-ginning4.csv,M,plant,domestic,ginning percentage,cotton,NSC,within,Y,PSU
NA,NA,NA,cotton-ginning5.csv,cotton-ginning5.csv,M,plant,domestic,ginning percentage,cotton,NSC,within,Y,PSU
0.52974444,0,0.47025556,cotton-ginning6.csv,cotton-ginning6.csv,M,plant,domestic,ginning percentage,cotton,NSC,within,Y,PSU
0,0,1,cotton-micro1.csv,cotton-micro1.csv,M,plant,domestic,micronaire value,cotton,NSC,within,Y,PSU
1,0,0,cotton-micro2.csv,cotton-micro2.csv,M,plant,domestic,micronaire value,cotton,NSC,within,Y,PSU
NA,NA,NA,cotton-micro3.csv,cotton-micro3.csv,M,plant,domestic,micronaire value,cotton,NSC,within,Y,PSU
0,0,1,cotton-micro4.csv,cotton-micro4.csv,M,plant,domestic,micronaire value,cotton,NSC,within,Y,PSU
NA,NA,NA,cotton-micro5.csv,cotton-micro5.csv,M,plant,domestic,micronaire value,cotton,NSC,within,Y,PSU
1,0,0,cotton-micro6.csv,cotton-micro6.csv,M,plant,domestic,micronaire value,cotton,NSC,within,Y,PSU
0,1,0,cotton-seed-mg1.csv,cotton-seed-mg1.csv,LH,plant,domestic,seed weight,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-mg2.csv,cotton-seed-mg2.csv,LH,plant,domestic,seed weight,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-mg3.csv,cotton-seed-mg3.csv,LH,plant,domestic,seed weight,Gossypium hirsutum,NSC,within,Y,PSU
0,0.551579291,0.448420709,cotton-seed-mg4.csv,cotton-seed-mg4.csv,LH,plant,domestic,seed weight,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-mg5.csv,cotton-seed-mg5.csv,LH,plant,domestic,seed weight,Gossypium hirsutum,NSC,within,Y,PSU
0,0.517266317,0.482733683,cotton-seed-mg6.csv,cotton-seed-mg6.csv,LH,plant,domestic,seed weight,Gossypium hirsutum,NSC,within,Y,PSU
0,1,0,cotton-seed-oil-mg1.csv,cotton-seed-oil-mg1.csv,M,plant,domestic,seed oil content,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-oil-mg2.csv,cotton-seed-oil-mg2.csv,M,plant,domestic,seed oil content,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-oil-mg3.csv,cotton-seed-oil-mg3.csv,M,plant,domestic,seed oil content,Gossypium hirsutum,NSC,within,Y,PSU
0,0.692359487,0.307640513,cotton-seed-oil-mg4.csv,cotton-seed-oil-mg4.csv,M,plant,domestic,seed oil content,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-oil-mg5.csv,cotton-seed-oil-mg5.csv,M,plant,domestic,seed oil content,Gossypium hirsutum,NSC,within,Y,PSU
0,0.5867629,0.4132371,cotton-seed-oil-mg6.csv,cotton-seed-oil-mg6.csv,M,plant,domestic,seed oil content,Gossypium hirsutum,NSC,within,Y,PSU
0,0.545680652,0.454319348,cotton-seed-oil1.csv,cotton-seed-oil1.csv,M,plant,domestic,seed oil,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-oil2.csv,cotton-seed-oil2.csv,M,plant,domestic,seed oil,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-oil3.csv,cotton-seed-oil3.csv,M,plant,domestic,seed oil,Gossypium hirsutum,NSC,within,Y,PSU
0,0.474101065,0.525898935,cotton-seed-oil4.csv,cotton-seed-oil4.csv,M,plant,domestic,seed oil,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-oil5.csv,cotton-seed-oil5.csv,M,plant,domestic,seed oil,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-seed-oil6.csv,cotton-seed-oil6.csv,M,plant,domestic,seed oil,Gossypium hirsutum,NSC,within,Y,PSU
NA,NA,NA,cotton-span.len1.csv,cotton-span.len1.csv,M,plant,domestic,2.5% span length,cotton,NSC,within,Y,PSU
0,0.42173297,0.57826703,cotton-span.len2.csv,cotton-span.len2.csv,M,plant,domestic,2.5% span length,cotton,NSC,within,Y,PSU
NA,NA,NA,cotton-span.len3.csv,cotton-span.len3.csv,M,plant,domestic,2.5% span length,cotton,NSC,within,Y,PSU
0,0,1,cotton-span.len4.csv,cotton-span.len4.csv,M,plant,domestic,2.5% span length,cotton,NSC,within,Y,PSU
1,0,0,cotton-span.len5.csv,cotton-span.len5.csv,M,plant,domestic,2.5% span length,cotton,NSC,within,Y,PSU
0,0,1,cotton-span.len6.csv,cotton-span.len6.csv,M,plant,domestic,2.5% span length,cotton,NSC,within,Y,PSU
1,0,0,cotton-uniform1.csv,cotton-uniform1.csv,M,plant,domestic,uniformity ratio,cotton,NSC,within,Y,PSU
1,0,0,cotton-uniform2.csv,cotton-uniform2.csv,M,plant,domestic,uniformity ratio,cotton,NSC,within,Y,PSU
NA,NA,NA,cotton-uniform3.csv,cotton-uniform3.csv,M,plant,domestic,uniformity ratio,cotton,NSC,within,Y,PSU
0,0,1,cotton-uniform4.csv,cotton-uniform4.csv,M,plant,domestic,uniformity ratio,cotton,NSC,within,Y,PSU
1,0,0,cotton-uniform5.csv,cotton-uniform5.csv,M,plant,domestic,uniformity ratio,cotton,NSC,within,Y,PSU
0,0,1,cotton-uniform6.csv,cotton-uniform6.csv,M,plant,domestic,uniformity ratio,cotton,NSC,within,Y,PSU
0.165804994,0,0.834195006,cotton2-bollnumber1.csv,cotton2-bollnumber1.csv,LH,plant,domestic,boll number,Gossypium,NSC,between,Y,PSU
0.517709852,0.482290148,0,cotton2-bollnumber2.csv,cotton2-bollnumber2.csv,LH,plant,domestic,boll number,Gossypium,NSC,between,Y,PSU
0.630630895,0,0.369369105,cotton2-bollweight1.csv,cotton2-bollweight1.csv,LH,plant,domestic,boll weight,Gossypium,NSC,between,Y,PSU
NA,NA,NA,cotton2-bollweight2.csv,cotton2-bollweight2.csv,LH,plant,domestic,boll weight,Gossypium,NSC,between,Y,PSU
0.259012911,0,0.740987089,cotton2-daystoflower1.csv,cotton2-daystoflower1.csv,LH,plant,domestic,days to flower,Gossypium,NSC,between,Y,PSU
0.800306691,0.199693309,0,cotton2-daystoflower2.csv,cotton2-daystoflower2.csv,LH,plant,domestic,days to flower,Gossypium,NSC,between,Y,PSU
0.399992752,0.600007248,0,cotton2-lintpercent1.csv,cotton2-lintpercent1.csv,M,plant,domestic,lint percent,Gossypium,NSC,between,Y,PSU
0.583944036,0.416055964,0,cotton2-lintpercent2.csv,cotton2-lintpercent2.csv,M,plant,domestic,lint percent,Gossypium,NSC,between,Y,PSU
0.256047528,0,0.743952472,cotton2-lintyieldpp1.csv,cotton2-lintyieldpp1.csv,M,plant,domestic,lint yield pp,Gossypium,NSC,between,Y,PSU
1,0,0,cotton2-lintyieldpp2.csv,cotton2-lintyieldpp2.csv,M,plant,domestic,lint yield pp,Gossypium,NSC,between,Y,PSU
0.045100766,0,0.954899234,cotton2-seedyieldpp1.csv,cotton2-seedyieldpp1.csv,LH,plant,domestic,seed yield pp,Gossypium,NSC,between,Y,PSU
0.528604187,0,0.471395813,cotton2-seedyieldpp2.csv,cotton2-seedyieldpp2.csv,LH,plant,domestic,seed yield pp,Gossypium,NSC,between,Y,PSU
0.689190916,0,0.310809084,cowpea-seed.weight.csv,cowpea-seed.weight.csv,LH,plant,domestic,seed size,Vigna unguiculata,NSC,within,Y,standard
NA,NA,NA,cro.inf.csv,cro.inf.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0.087775255,0,0.912224745,cs.panicle1.csv,cs.panicle1.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
1,0,0,cs.panicle2.csv,cs.panicle2.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0,0,1,cs.panicle3.csv,cs.panicle3.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
1,0,0,cs.panicle4.csv,cs.panicle4.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
NA,NA,NA,cs.panicle5.csv,cs.panicle5.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
NA,NA,NA,cs.panicle6.csv,cs.panicle6.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
1,0,0,cucumber-acid1.csv,cucumber-acid1.csv,M,plant,domestic,ascorbic acid content,Cucumis sativus,NSC,within,Y,PSU
1,0,0,cucumber-acid2.csv,cucumber-acid2.csv,M,plant,domestic,ascorbic acid content,Cucumis sativus,NSC,within,Y,PSU
0.561316438,0.438683562,0,cucumber-acid3.csv,cucumber-acid3.csv,M,plant,domestic,ascorbic acid content,Cucumis sativus,NSC,within,Y,PSU
0.145838404,0,0.854161596,cucumber-mineral1.csv,cucumber-mineral1.csv,M,plant,domestic,mineral matter,Cucumis sativus,NSC,within,Y,PSU
1,0,0,cucumber-mineral2.csv,cucumber-mineral2.csv,M,plant,domestic,mineral matter,Cucumis sativus,NSC,within,Y,PSU
1,0,0,cucumber-mineral3.csv,cucumber-mineral3.csv,M,plant,domestic,mineral matter,Cucumis sativus,NSC,within,Y,PSU
0.578385187,0,0.421614813,cucumber-solids1.csv,cucumber-solids1.csv,M,plant,domestic,total soluble solids,Cucumis sativus,NSC,within,Y,PSU
0.418704214,0,0.581295786,cucumber-solids2.csv,cucumber-solids2.csv,M,plant,domestic,total soluble solids,Cucumis sativus,NSC,within,Y,PSU
1,0,0,cucumber-solids3.csv,cucumber-solids3.csv,M,plant,domestic,total soluble solids,Cucumis sativus,NSC,within,Y,PSU
1,0,0,cucumber2-first.harvest1.csv,cucumber2-first.harvest1.csv,LH,plant,domestic,number of parthenocarpic fruits per plant of first harvest,Cucumis sativus,NSC,within,Y,PSU
1,0,0,cucumber2-first.harvest2.csv,cucumber2-first.harvest2.csv,LH,plant,domestic,number of parthenocarpic fruits per plant of first harvest,Cucumis sativus,NSC,within,Y,PSU
0.66045315,0.33954685,0,cucumber2-total.harvest1.csv,cucumber2-total.harvest1.csv,LH,plant,domestic,number of parthenocarpic fruits per plant of cumulative harvest,Cucumis sativus,NSC,within,Y,PSU
1,0,0,cucumber2-total.harvest2.csv,cucumber2-total.harvest2.csv,LH,plant,domestic,number of parthenocarpic fruits per plant of cumulative harvest,Cucumis sativus,NSC,within,Y,PSU
1,0,0,cucumber2-total.harvest3.csv,cucumber2-total.harvest3.csv,LH,plant,domestic,number of parthenocarpic fruits per plant of cumulative harvest,Cucumis sativus,NSC,within,Y,PSU
0.152555973,0.433069121,0.414374905,da.sq.csv,da.sq.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0,0.55786764,0.44213236,dar.bho.csv,dar.bho.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0.034482759,0.574712646,0.390804595,develop.acid1.csv,develop.acid1.csv,LH,animal,lab,development time with high food/propionic acid,Drosophila melanogaster,XY,within,Y,PSU
NA,NA,NA,develop.acid2.csv,develop.acid2.csv,LH,animal,lab,development time with high food/propionic acid,Drosophila melanogaster,XY,within,Y,PSU
0.195289337,0.263071144,0.541639518,develop.acid3.csv,develop.acid3.csv,LH,animal,lab,development time with high food/propionic acid,Drosophila melanogaster,XY,within,Y,PSU
0,0,1,develop.acid4.csv,develop.acid4.csv,LH,animal,lab,development time with high food/propionic acid,Drosophila melanogaster,XY,within,Y,PSU
NA,NA,NA,develop.acid5.csv,develop.acid5.csv,LH,animal,lab,development time with high food/propionic acid,Drosophila melanogaster,XY,within,Y,PSU
0.076576577,0.527027027,0.396396396,develop.high1.csv,develop.high1.csv,LH,animal,lab,development time with high food,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,develop.high2.csv,develop.high2.csv,LH,animal,lab,development time with high food,Drosophila melanogaster,XY,within,Y,PSU
0.612736038,0,0.387263962,develop.high3.csv,develop.high3.csv,LH,animal,lab,development time with high food,Drosophila melanogaster,XY,within,Y,PSU
0,0.486629264,0.513370736,develop.high4.csv,develop.high4.csv,LH,animal,lab,development time with high food,Drosophila melanogaster,XY,within,Y,PSU
0.069620253,0.373417721,0.556962026,develop.high5.csv,develop.high5.csv,LH,animal,lab,development time with high food,Drosophila melanogaster,XY,within,Y,PSU
0.190836697,0.456346111,0.352817192,develop.low1.csv,develop.low1.csv,LH,animal,lab,development time with low food,Drosophila melanogaster,XY,within,Y,PSU
NA,NA,NA,develop.low2.csv,develop.low2.csv,LH,animal,lab,development time with low food,Drosophila melanogaster,XY,within,Y,PSU
0,0.460957179,0.539042821,develop.low3.csv,develop.low3.csv,LH,animal,lab,development time with low food,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,develop.low4.csv,develop.low4.csv,LH,animal,lab,development time with low food,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,diff.silk.shed.csv,diff.silk.shed.csv,LH,plant,domestic,difference in days between silking and pollen shedding,Zea mays,NSC,within,Y,standard
0.335467125,0,0.664532875,dros.sperm.csv,dros.sperm.csv,LH,animal,lab,sperm length,Drosophila mojavensis,XY,within,Y,cmat
0.179564856,0,0.820435144,dros.sr.csv,dros.sr.csv,LH,animal,lab,sperm receptacle length,Drosophila mojavensis,XY,within,Y,cmat
0.197341266,0.468663717,0.333995016,dros2-wing.area.afr.fem.csv,dros2-wing.area.afr.fem.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,N,PSU
0.370209365,0.342754028,0.287036607,dros2-wing.area.afr.male.csv,dros2-wing.area.afr.male.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,N,PSU
0.330619543,0.415073331,0.254307127,dros2-wing.area.aus.fem.csv,dros2-wing.area.aus.fem.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,N,PSU
1,0,0,dros2-wing.area.aus.male.csv,dros2-wing.area.aus.male.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,N,PSU
0.286173819,0.448717533,0.265108648,dros2-wing.area.sa.fem.csv,dros2-wing.area.sa.fem.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,N,PSU
1,0,0,dros2-wing.area.sa.male.csv,dros2-wing.area.sa.male.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,N,PSU
0.252332444,0.53869367,0.208973886,dros2-wing.length.afr.fem.csv,dros2-wing.length.afr.fem.csv,M,animal,lab,wing length,Drosophila melanogaster,XY,within,N,PSU
0.339028928,0.378978167,0.281992906,dros2-wing.length.afr.male.csv,dros2-wing.length.afr.male.csv,M,animal,lab,wing length,Drosophila melanogaster,XY,within,N,PSU
0.293242111,0.420032028,0.286725861,dros2-wing.length.aus.fem.csv,dros2-wing.length.aus.fem.csv,M,animal,lab,wing length,Drosophila melanogaster,XY,within,N,PSU
0.57159707,0,0.42840293,dros2-wing.length.aus.male.csv,dros2-wing.length.aus.male.csv,M,animal,lab,wing length,Drosophila melanogaster,XY,within,N,PSU
0.414340803,0.375708849,0.209950348,dros2-wing.length.sa.fem.csv,dros2-wing.length.sa.fem.csv,M,animal,lab,wing length,Drosophila melanogaster,XY,within,N,PSU
1,0,0,dros2-wing.length.sa.male.csv,dros2-wing.length.sa.male.csv,M,animal,lab,wing length,Drosophila melanogaster,XY,within,N,PSU
0.627474483,0,0.372525517,dros3-wing.area.bs.csv,dros3-wing.area.bs.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,dros3-wing.area.cs.csv,dros3-wing.area.cs.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,dros3-wing.area.gs.csv,dros3-wing.area.gs.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,dros3-wing.area.ms.csv,dros3-wing.area.ms.csv,M,animal,lab,wing area,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,dros4-develop.birchii.lpk.csv,dros4-develop.birchii.lpk.csv,M,animal,lab,wing size,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
NA,NA,NA,dros4-develop.birchii.lpy.csv,dros4-develop.birchii.lpy.csv,LH,animal,lab,development time,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-develop.serrata.erb.fem.csv,dros4-develop.serrata.erb.fem.csv,LH,animal,lab,development time,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
NA,NA,NA,dros4-develop.serrata.erb.male.csv,dros4-develop.serrata.erb.male.csv,LH,animal,lab,development time,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-develop.serrata.err.fem.csv,dros4-develop.serrata.err.fem.csv,LH,animal,lab,development time,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-develop.serrata.err.male.csv,dros4-develop.serrata.err.male.csv,LH,animal,lab,development time,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-develop.serrata.ew.fem.csv,dros4-develop.serrata.ew.fem.csv,LH,animal,lab,development time,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
0.596716912,0,0.403283088,dros4-develop.serrata.ew.male.csv,dros4-develop.serrata.ew.male.csv,LH,animal,lab,development time,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-viability.birchii.lpy.csv,dros4-viability.birchii.lpy.csv,LH,animal,lab,viability,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
0,0,1,dros4-viability.serrata.erb.csv,dros4-viability.serrata.erb.csv,LH,animal,lab,viability,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
0,0,1,dros4-viability.serrata.ew.csv,dros4-viability.serrata.ew.csv,LH,animal,lab,viability,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-wing.birchii.lpk.csv,dros4-wing.birchii.lpk.csv,M,animal,lab,wing size,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
NA,NA,NA,dros4-wing.birchii.lpy.csv,dros4-wing.birchii.lpy.csv,M,animal,lab,wing size,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
NA,NA,NA,dros4-wing.serrata.erb.fem.csv,dros4-wing.serrata.erb.fem.csv,M,animal,lab,wing size,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
NA,NA,NA,dros4-wing.serrata.erb.male.csv,dros4-wing.serrata.erb.male.csv,M,animal,lab,wing size,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-wing.serrata.err.fem.csv,dros4-wing.serrata.err.fem.csv,M,animal,lab,wing size,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-wing.serrata.err.male.csv,dros4-wing.serrata.err.male.csv,M,animal,lab,wing size,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-wing.serrata.ew.fem.csv,dros4-wing.serrata.ew.fem.csv,M,animal,lab,wing size,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros4-wing.serrata.ew.male.csv,dros4-wing.serrata.ew.male.csv,M,animal,lab,wing size,"Drosophila birchii, Drosophila serrata",XY,between,N,PSU
1,0,0,dros5-circadian.fem.csv,dros5-circadian.fem.csv,LH,animal,lab,emergence,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,dros5-circadian.male.csv,dros5-circadian.male.csv,LH,animal,lab,emergence,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,dros5-evening.fem.csv,dros5-evening.fem.csv,LH,animal,lab,emergence,Drosophila melanogaster,XY,within,Y,PSU
0.947659722,0,0.052340278,dros5-evening.male.csv,dros5-evening.male.csv,LH,animal,lab,emergence,Drosophila melanogaster,XY,within,Y,PSU
0.762505769,0,0.237494231,dros5-morning.fem.csv,dros5-morning.fem.csv,LH,animal,lab,emergence,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,dros5-morning.male.csv,dros5-morning.male.csv,LH,animal,lab,emergence,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,drosophila-wing.female.csv,drosophila-wing.female.csv,M,animal,lab,wing index score,Drosophila melanogaster,XY,within,Y,PSU
1,0,0,drosophila-wing.male.csv,drosophila-wing.male.csv,M,animal,lab,wing index score,Drosophila melanogaster,XY,within,Y,PSU
0,0,1,dry.biomass.csv,dry.biomass.csv,M,plant,domestic,dry above ground biomass,"Salix eriocephala, Salix sericea",NSC,between,Y,standard
NA,NA,NA,E.s-gracilis.csv,E.s-gracilis.csv,M,plant,domestic,herbivore density,"Salix eriocephala, Salix sericea",NSC,between,Y,standard
1,0,0,eardiam.hi25sp.csv,eardiam.hi25sp.csv,M,plant,domestic,ear diameter,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,eardiam.hi25w.csv,eardiam.hi25w.csv,M,plant,domestic,ear diameter,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,eardiam.hi26sp.csv,eardiam.hi26sp.csv,M,plant,domestic,ear diameter,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,eardiam.hi26w.csv,eardiam.hi26w.csv,M,plant,domestic,ear diameter,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,eardiam.hi27sp.csv,eardiam.hi27sp.csv,M,plant,domestic,ear diameter,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,eardiam.hi27w.csv,eardiam.hi27w.csv,M,plant,domestic,ear diameter,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,eardiam.hi28sp.csv,eardiam.hi28sp.csv,M,plant,domestic,ear diameter,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.477778852,0,0.522221148,eardiam.hi28w.csv,eardiam.hi28w.csv,M,plant,domestic,ear diameter,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
